class_session_key,class_base_key,class_title_base,class_datetime_text,class_date,weekday_text,start_datetime_iso,end_datetime_iso,start_hour,duration_minutes,schedule_parse_status,schedule_needs_review,organizer_studio_key,actual_location_key,actual_location_display_name,actual_location_address,normalized_studio_key,display_name,address,latitude,longitude,needs_manual_verification,location_match_status,location_from_class_detail,movement_type,location_evidence_text,location_evidence_status,location_evidence_match_type,reservation_count,cancellation_count,net_reservation_count,review_count,reservation_hype,review_hype,satisfaction_hype,operations_stability,active_reservation_rows,active_people_count,unique_participant_count,cancellation_rows,cancelled_people_count
마인드플로우빈야사요가_20260423T1030,마인드플로우빈야사요가,[마인드플로우] 빈야사요가,4.23 (목) 10:30-11:30,2026-04-23,목,2026-04-23T10:30+09:00,2026-04-23T11:30+09:00,10,60,parsed,False,마인드플로우,마인드플로우,마인드플로우,서울특별시 서대문구 연희로 224 3층,마인드플로우,마인드플로우,서울특별시 서대문구 연희로 224 3층,37.577020515491,126.935853747155,False,matched,True,studio_or_indoor,📍 장소 서울 서대문구 연희로 224 3층,matched_from_class_detail,address,110,57,53,6,99.4,76.5,99.0,65.87,6,6,6,3,3
숨명상센터마음의평온을찾는호흡명상_20260423T1100,숨명상센터마음의평온을찾는호흡명상,[숨 명상센터]마음의 평온을 찾는 호흡명상,4.23 (목) 11:00-12:00,2026-04-23,목,2026-04-23T11:00+09:00,2026-04-23T12:00+09:00,11,60,parsed,False,숨명상센터,숨명상센터,숨 명상센터,서울특별시 서대문구 연희동 16-2 2층,숨명상센터,숨 명상센터,서울특별시 서대문구 연희동 16-2 2층,37.572092920342,126.93806774306,False,matched,True,studio_or_indoor,장소 서울시 서대문구 연희동 16-2 2층.,matched_from_class_detail,address_without_city,11,9,2,0,22.89,20.48,,55.0,3,3,3,4,4
시이작땀나는하타_20260423T1200,시이작땀나는하타,[시이작] 땀나는 하타,4.23 (목) 12:00-13:00,2026-04-23,목,2026-04-23T12:00+09:00,2026-04-23T13:00+09:00,12,60,parsed,False,시이작,시이작,시이작,서울특별시 서대문구 연희로11나길 5 2층,시이작,시이작,서울특별시 서대문구 연희로11나길 5 2층,37.567493895799,126.928321014591,False,matched,True,studio_or_indoor,📍 장소 연희로 11나길 5 2층 시이작,matched_from_class_detail,address_without_city,33,28,5,4,45.18,88.56,98.5,54.1,4,4,4,2,2
너울너울소매틱뮤직handpandoodle_20260423T1700,너울너울소매틱뮤직handpandoodle,[너울너울] 소매틱뮤직 'Handpan Doodle',4.23 (목) 17:00-18:00,2026-04-23,목,2026-04-23T17:00+09:00,2026-04-23T18:00+09:00,17,60,parsed,False,너울너울,너울너울,너울너울,서울특별시 마포구 성산동 3-30,너울너울,너울너울,서울특별시 마포구 성산동 3-30,37.565560190736,126.91602233188,False,matched,True,studio_or_indoor,📍 장소 @너울너울 (성산동 3-30) *지하철 1)가좌역 1번출구 도보7분 2)홍대입구역 2번출구 - 마을버스 6번 경의선숲길공원 입구 하차 - 도보 5분 *일반버스 1)사천교 정류장 2)성산2교 정류쟝 *자가용,matched_from_class_detail,address_without_city,30,25,5,3,45.18,81.62,100.0,54.55,2,2,2,4,4
마인드플로우빈야사요가_20260423T1830,마인드플로우빈야사요가,[마인드플로우] 빈야사요가,4.23 (목) 18:30-19:30,2026-04-23,목,2026-04-23T18:30+09:00,2026-04-23T19:30+09:00,18,60,parsed,False,마인드플로우,마인드플로우,마인드플로우,서울특별시 서대문구 연희로 224 3층,마인드플로우,마인드플로우,서울특별시 서대문구 연희로 224 3층,37.577020515491,126.935853747155,False,matched,True,studio_or_indoor,📍 장소 서울 서대문구 연희로 224 3층,matched_from_class_detail,address,110,57,53,6,99.4,76.5,99.0,65.87,5,5,5,0,0
시이작땀나는빈야사_20260423T1830,시이작땀나는빈야사,[시이작] 땀나는 빈야사,4.23 (목) 18:30-19:30,2026-04-23,목,2026-04-23T18:30+09:00,2026-04-23T19:30+09:00,18,60,parsed,False,시이작,시이작,시이작,서울특별시 서대문구 연희로11나길 5 2층,시이작,시이작,서울특별시 서대문구 연희로11나길 5 2층,37.567493895799,126.928321014591,False,matched,True,studio_or_indoor,📍 장소 연희로 11나길 5 2층 시이작,matched_from_class_detail,address_without_city,37,24,13,1,80.12,50.3,86.0,60.66,4,4,4,1,1
너울너울소매틱뮤직handpandoodle_20260423T1900,너울너울소매틱뮤직handpandoodle,[너울너울] 소매틱뮤직 'Handpan Doodle',4.23 (목) 19:00-20:00,2026-04-23,목,2026-04-23T19:00+09:00,2026-04-23T20:00+09:00,19,60,parsed,False,너울너울,너울너울,너울너울,서울특별시 마포구 성산동 3-30,너울너울,너울너울,서울특별시 마포구 성산동 3-30,37.565560190736,126.91602233188,False,matched,True,studio_or_indoor,📍 장소 @너울너울 (성산동 3-30) *지하철 1)가좌역 1번출구 도보7분 2)홍대입구역 2번출구 - 마을버스 6번 경의선숲길공원 입구 하차 - 도보 5분 *일반버스 1)사천교 정류장 2)성산2교 정류쟝 *자가용,matched_from_class_detail,address_without_city,30,25,5,3,45.18,81.62,100.0,54.55,2,2,2,0,0
빅블루요가정렬에센스_20260423T1930,빅블루요가정렬에센스,[빅블루요가] 정렬 에센스,4.23 (목) 19:30-20:40,2026-04-23,목,2026-04-23T19:30+09:00,2026-04-23T20:40+09:00,19,70,parsed,False,빅블루요가,빅블루요가,빅블루요가,서울특별시 서대문구 연희로15길 31 지층,빅블루요가,빅블루요가,서울특별시 서대문구 연희로15길 31 지층,37.568792797424,126.930228568115,False,matched,True,studio_or_indoor,📍 장소 서울 서대문구 연희로15길 31 지층,matched_from_class_detail,address,104,94,10,9,73.49,82.53,97.78,52.53,4,4,4,5,5
숨명상센터향과소리로깨우는오감명상_20260423T1930,숨명상센터향과소리로깨우는오감명상,[숨명상센터] 향과 소리로 깨우는 오감명상,4.23 (목) 19:30-20:30,2026-04-23,목,2026-04-23T19:30+09:00,2026-04-23T20:30+09:00,19,60,parsed,False,숨명상센터,숨명상센터,숨 명상센터,서울특별시 서대문구 연희동 16-2 2층,숨명상센터,숨 명상센터,서울특별시 서대문구 연희동 16-2 2층,37.572092920342,126.93806774306,False,matched,True,studio_or_indoor,📍 장소 서울시 서대문구 연희동 16-2 2층.,matched_from_class_detail,address_without_city,11,3,8,1,67.47,62.35,100.0,78.57,6,6,6,2,2
시이작땀나는아쉬탕가_20260423T1950,시이작땀나는아쉬탕가,[시이작] 땀나는 아쉬탕가,4.23 (목) 19:50-20:50,2026-04-23,목,2026-04-23T19:50+09:00,2026-04-23T20:50+09:00,19,60,parsed,False,시이작,시이작,시이작,서울특별시 서대문구 연희로11나길 5 2층,시이작,시이작,서울특별시 서대문구 연희로11나길 5 2층,37.567493895799,126.928321014591,False,matched,True,studio_or_indoor,📍 장소 연희로 11나길 5 2층 시이작,matched_from_class_detail,address_without_city,35,20,15,2,85.54,68.38,100.0,63.64,3,4,3,2,2
마인드플로우비기너요가_20260423T2000,마인드플로우비기너요가,[마인드플로우] 비기너요가,4.23 (목) 20:00-21:00,2026-04-23,목,2026-04-23T20:00+09:00,2026-04-23T21:00+09:00,20,60,parsed,False,마인드플로우,마인드플로우,마인드플로우,서울특별시 서대문구 연희로 224 3층,마인드플로우,마인드플로우,서울특별시 서대문구 연희로 224 3층,37.577020515491,126.935853747155,False,matched,True,studio_or_indoor,📍 장소 서울 서대문구 연희로 224 3층,matched_from_class_detail,address,77,41,36,3,98.19,69.88,100.0,65.25,3,3,3,1,1
마이트리빈야사어드밴스_20260423T2030,마이트리빈야사어드밴스,[마이트리] 빈야사 어드밴스,4.23 (목) 20:30-21:30,2026-04-23,목,2026-04-23T20:30+09:00,2026-04-23T21:30+09:00,20,60,parsed,False,마이트리,마이트리,마이트리,서울특별시 서대문구 연희로 85 5층,마이트리,마이트리,서울특별시 서대문구 연희로 85 5층,37.565997558444,126.929894716912,False,matched,True,studio_or_indoor,📍 장소 서울 서대문구 연희로 85 5층,matched_from_class_detail,address,11,6,5,0,45.18,20.48,,64.71,2,2,2,2,2
시이작땀나는빈야사_20260424T0845,시이작땀나는빈야사,[시이작] 땀나는 빈야사,4.24 (금) 08:45-09:45,2026-04-24,금,2026-04-24T08:45+09:00,2026-04-24T09:45+09:00,8,60,parsed,False,시이작,시이작,시이작,서울특별시 서대문구 연희로11나길 5 2층,시이작,시이작,서울특별시 서대문구 연희로11나길 5 2층,37.567493895799,126.928321014591,False,matched,True,studio_or_indoor,📍 장소 연희로 11나길 5 2층 시이작,matched_from_class_detail,address_without_city,37,24,13,1,80.12,50.3,86.0,60.66,4,4,4,3,3
빅블루요가정렬에센스_20260424T1000,빅블루요가정렬에센스,[빅블루요가] 정렬 에센스,4.24 (금) 10:00-11:20,2026-04-24,금,2026-04-24T10:00+09:00,2026-04-24T11:20+09:00,10,80,parsed,False,빅블루요가,빅블루요가,빅블루요가,서울특별시 서대문구 연희로15길 31 지층,빅블루요가,빅블루요가,서울특별시 서대문구 연희로15길 31 지층,37.568792797424,126.930228568115,False,matched,True,studio_or_indoor,📍 장소 서울 서대문구 연희로15길 31 지층,matched_from_class_detail,address,104,94,10,9,73.49,82.53,97.78,52.53,5,5,5,8,8
마인드플로우비기너요가_20260424T1030,마인드플로우비기너요가,[마인드플로우] 비기너요가,4.24 (금) 10:30-11:30,2026-04-24,금,2026-04-24T10:30+09:00,2026-04-24T11:30+09:00,10,60,parsed,False,마인드플로우,마인드플로우,마인드플로우,서울특별시 서대문구 연희로 224 3층,마인드플로우,마인드플로우,서울특별시 서대문구 연희로 224 3층,37.577020515491,126.935853747155,False,matched,True,studio_or_indoor,📍 장소 서울 서대문구 연희로 224 3층,matched_from_class_detail,address,77,41,36,3,98.19,69.88,100.0,65.25,6,6,6,0,0
마이트리하타_20260424T1150,마이트리하타,[마이트리] 하타,4.24 (금) 11:50-12:50,2026-04-24,금,2026-04-24T11:50+09:00,2026-04-24T12:50+09:00,11,60,parsed,False,마이트리,마이트리,마이트리,서울특별시 서대문구 연희로 85 5층,마이트리,마이트리,서울특별시 서대문구 연희로 85 5층,37.565997558444,126.929894716912,False,matched,True,studio_or_indoor,📍 장소 서울 서대문구 연희로 85 5층,matched_from_class_detail,address,46,27,19,0,95.18,20.48,,63.01,5,5,5,3,3
마이트리빈야사ad_20260424T1330,마이트리빈야사ad,[마이트리] 빈야사 AD,4.24 (금) 13:30-15:00,2026-04-24,금,2026-04-24T13:30+09:00,2026-04-24T15:00+09:00,13,90,parsed,False,마이트리,마이트리,마이트리,서울특별시 서대문구 연희로 85 5층,마이트리,마이트리,서울특별시 서대문구 연희로 85 5층,37.565997558444,126.929894716912,False,matched,True,studio_or_indoor,📍 장소 서울 서대문구 연희로 85 5층,matched_from_class_detail,address,8,4,4,1,37.35,70.78,100.0,66.67,4,4,4,2,2
너울너울소매틱뮤직handpandoodle_20260424T1700,너울너울소매틱뮤직handpandoodle,[너울너울] 소매틱뮤직 'Handpan Doodle',4.24 (금) 17:00-18:00,2026-04-24,금,2026-04-24T17:00+09:00,2026-04-24T18:00+09:00,17,60,parsed,False,너울너울,너울너울,너울너울,서울특별시 마포구 성산동 3-30,너울너울,너울너울,서울특별시 마포구 성산동 3-30,37.565560190736,126.91602233188,False,matched,True,studio_or_indoor,📍 장소 @너울너울 (성산동 3-30) *지하철 1)가좌역 1번출구 도보7분 2)홍대입구역 2번출구 - 마을버스 6번 경의선숲길공원 입구 하차 - 도보 5분 *일반버스 1)사천교 정류장 2)성산2교 정류쟝 *자가용,matched_from_class_detail,address_without_city,30,25,5,3,45.18,81.62,100.0,54.55,4,4,4,2,2
마인드플로우하타요가_20260424T1830,마인드플로우하타요가,[마인드플로우] 하타요가,4.24 (금) 18:30-19:30,2026-04-24,금,2026-04-24T18:30+09:00,2026-04-24T19:30+09:00,18,60,parsed,False,마인드플로우,마인드플로우,마인드플로우,서울특별시 서대문구 연희로 224 3층,마인드플로우,마인드플로우,서울특별시 서대문구 연희로 224 3층,37.577020515491,126.935853747155,False,matched,True,studio_or_indoor,📍 장소 서울 서대문구 연희로 224 3층,matched_from_class_detail,address,49,33,16,2,89.76,65.66,97.0,59.76,4,8,3,4,4
시이작다독이는인요가_20260424T1830,시이작다독이는인요가,[시이작] 다독이는 인요가,4.24 (금) 18:30-19:30,2026-04-24,금,2026-04-24T18:30+09:00,2026-04-24T19:30+09:00,18,60,parsed,False,시이작,시이작,시이작,서울특별시 서대문구 연희로11나길 5 2층,시이작,시이작,서울특별시 서대문구 연희로11나길 5 2층,37.567493895799,126.928321014591,False,matched,True,studio_or_indoor,📍 장소 연희로 11나길 5 2층 시이작,matched_from_class_detail,address_without_city,25,23,2,1,22.89,53.31,100.0,52.08,3,3,3,1,1
너울너울소매틱뮤직handpandoodle_20260424T1900,너울너울소매틱뮤직handpandoodle,[너울너울] 소매틱뮤직 'Handpan Doodle',4.24 (금) 19:00-20:00,2026-04-24,금,2026-04-24T19:00+09:00,2026-04-24T20:00+09:00,19,60,parsed,False,너울너울,너울너울,너울너울,서울특별시 마포구 성산동 3-30,너울너울,너울너울,서울특별시 마포구 성산동 3-30,37.565560190736,126.91602233188,False,matched,True,studio_or_indoor,📍 장소 @너울너울 (성산동 3-30) *지하철 1)가좌역 1번출구 도보7분 2)홍대입구역 2번출구 - 마을버스 6번 경의선숲길공원 입구 하차 - 도보 5분 *일반버스 1)사천교 정류장 2)성산2교 정류쟝 *자가용,matched_from_class_detail,address_without_city,30,25,5,3,45.18,81.62,100.0,54.55,1,1,1,3,3
마이트리아쉬탕가_20260424T1900,마이트리아쉬탕가,[마이트리] 아쉬탕가,4.24 (금) 19:00-20:00,2026-04-24,금,2026-04-24T19:00+09:00,2026-04-24T20:00+09:00,19,60,parsed,False,마이트리,마이트리,마이트리,서울특별시 서대문구 연희로 85 5층,마이트리,마이트리,서울특별시 서대문구 연희로 85 5층,37.565997558444,126.929894716912,False,matched,True,studio_or_indoor,📍 장소 서울 서대문구 연희로 85 5층,matched_from_class_detail,address,19,14,5,2,45.18,78.31,86.0,57.58,5,5,5,3,3
시이작땀나는빈야사_20260424T1950,시이작땀나는빈야사,[시이작] 땀나는 빈야사,4.24 (금) 19:50-20:50,2026-04-24,금,2026-04-24T19:50+09:00,2026-04-24T20:50+09:00,19,60,parsed,False,시이작,시이작,시이작,서울특별시 서대문구 연희로11나길 5 2층,시이작,시이작,서울특별시 서대문구 연희로11나길 5 2층,37.567493895799,126.928321014591,False,matched,True,studio_or_indoor,📍 장소 연희로 11나길 5 2층 시이작,matched_from_class_detail,address_without_city,37,24,13,1,80.12,50.3,86.0,60.66,4,4,4,4,4
마인드플로우빈야사요가_20260424T2000,마인드플로우빈야사요가,[마인드플로우] 빈야사요가,4.24 (금) 20:00-21:00,2026-04-24,금,2026-04-24T20:00+09:00,2026-04-24T21:00+09:00,20,60,parsed,False,마인드플로우,마인드플로우,마인드플로우,서울특별시 서대문구 연희로 224 3층,마인드플로우,마인드플로우,서울특별시 서대문구 연희로 224 3층,37.577020515491,126.935853747155,False,matched,True,studio_or_indoor,📍 장소 서울 서대문구 연희로 224 3층,matched_from_class_detail,address,110,57,53,6,99.4,76.5,99.0,65.87,5,8,5,4,4
마이트리테라피_20260424T2030,마이트리테라피,[마이트리] 테라피,4.24 (금) 20:30-21:30,2026-04-24,금,2026-04-24T20:30+09:00,2026-04-24T21:30+09:00,20,60,parsed,False,마이트리,마이트리,마이트리,서울특별시 서대문구 연희로 85 5층,마이트리,마이트리,서울특별시 서대문구 연희로 85 5층,37.565997558444,126.929894716912,False,matched,True,studio_or_indoor,📍 장소 서울 서대문구 연희로 85 5층,matched_from_class_detail,address,51,35,16,1,89.76,49.1,100.0,59.3,4,4,4,2,2
빅블루요가정렬에센스_20260425T1000,빅블루요가정렬에센스,[빅블루요가] 정렬 에센스,4.25 (토) 10:00-11:20,2026-04-25,토,2026-04-25T10:00+09:00,2026-04-25T11:20+09:00,10,80,parsed,False,빅블루요가,빅블루요가,빅블루요가,서울특별시 서대문구 연희로15길 31 지층,빅블루요가,빅블루요가,서울특별시 서대문구 연희로15길 31 지층,37.568792797424,126.930228568115,False,matched,True,studio_or_indoor,📍 장소 서울 서대문구 연희로15길 31 지층,matched_from_class_detail,address,104,94,10,9,73.49,82.53,97.78,52.53,6,6,6,8,8
연희정음랜드마크부드럽게비기너요가_20260425T1000,연희정음랜드마크부드럽게비기너요가,[연희정음|랜드마크] 부드럽게 비기너요가,4.25 (토) 10:00-11:00,2026-04-25,토,2026-04-25T10:00+09:00,2026-04-25T11:00+09:00,10,60,parsed,False,연희정음,연희정음,연희정음,서울특별시 서대문구 연희동 189-2,연희정음,연희정음,서울특별시 서대문구 연희동 189-2,37.566711570866,126.929277808838,False,matched,True,special_venue,📍 장소 서울특별시 서대문구 연희동 189-2,matched_from_class_detail,address,10,7,3,1,31.33,64.46,100.0,58.82,9,10,9,6,7
마이트리빈야사_20260425T1100,마이트리빈야사,[마이트리] 빈야사,4.25 (토) 11:00-12:00,2026-04-25,토,2026-04-25T11:00+09:00,2026-04-25T12:00+09:00,11,60,parsed,False,마이트리,마이트리,마이트리,서울특별시 서대문구 연희로 85 5층,마이트리,마이트리,서울특별시 서대문구 연희로 85 5층,37.565997558444,126.929894716912,False,matched,True,studio_or_indoor,📍 장소 서울 서대문구 연희로 85 5층,matched_from_class_detail,address,35,31,4,2,37.35,68.38,100.0,53.03,5,5,5,8,8
시이작연희스페셜러닝으로이어지는명상with프라우카_20260425T1100,시이작연희스페셜러닝으로이어지는명상with프라우카,[시이작|연희스페셜] 러닝으로 이어지는 명상 with 프라우카,4.25 (토) 11:00-12:30,2026-04-25,토,2026-04-25T11:00+09:00,2026-04-25T12:30+09:00,11,90,parsed,False,시이작,시이작,시이작,서울특별시 서대문구 연희로11나길 5 2층,시이작,시이작,서울특별시 서대문구 연희로11나길 5 2층,37.567493895799,126.928321014591,False,matched,True,mobile_outdoor,집합 장소 시이작 요가원 (연희로 11나길5 2층) 진행 방식 • 가벼운 호흡 정렬 및 몸 깨우기 • 5–7km 라이트 러닝 (초보자 가능 페이스) • 마무리 호흡 및 간단한 정리,matched_from_class_detail,address_without_city,14,8,6,1,55.42,59.04,100.0,63.64,14,14,14,8,8
연희정음랜드마크무릉엠비언트콘서트무릉숨비소리_20260425T1200,연희정음랜드마크무릉엠비언트콘서트무릉숨비소리,[연희정음|랜드마크] 무릉 엠비언트 콘서트 - 무릉 숨비소리,4.25 (토) 12:00-13:00,2026-04-25,토,2026-04-25T12:00+09:00,2026-04-25T13:00+09:00,12,60,parsed,False,연희정음,연희정음,연희정음,서울특별시 서대문구 연희동 189-2,연희정음,연희정음,서울특별시 서대문구 연희동 189-2,37.566711570866,126.929277808838,False,matched,True,special_venue,📍 장소 서울특별시 서대문구 연희동 189-2,matched_from_class_detail,address,23,11,12,2,78.92,73.5,100.0,67.65,14,15,14,4,4
빅블루요가연희스페셜호흡어드밴스숨의리듬익히기_20260425T1330,빅블루요가연희스페셜호흡어드밴스숨의리듬익히기,[빅블루요가|연희스페셜] 호흡어드밴스 : 숨의 리듬 익히기,4.25 (토) 13:30-15:00,2026-04-25,토,2026-04-25T13:30+09:00,2026-04-25T15:00+09:00,13,90,parsed,False,빅블루요가,빅블루요가,빅블루요가,서울특별시 서대문구 연희로15길 31 지층,빅블루요가,빅블루요가,서울특별시 서대문구 연희로15길 31 지층,37.568792797424,126.930228568115,False,matched,True,studio_or_indoor,📍 장소 서울 서대문구 연희로15길 31 지층,matched_from_class_detail,address,7,2,5,1,45.18,72.59,100.0,77.78,7,7,7,2,2
연희정음랜드마크봄햇살아래나른한힐링요가_20260425T1400,연희정음랜드마크봄햇살아래나른한힐링요가,[연희정음|랜드마크] 봄햇살 아래 나른한 힐링요가,4.25 (토) 14:00-15:00,2026-04-25,토,2026-04-25T14:00+09:00,2026-04-25T15:00+09:00,14,60,parsed,False,연희정음,연희정음,연희정음,서울특별시 서대문구 연희동 189-2,연희정음,연희정음,서울특별시 서대문구 연희동 189-2,37.566711570866,126.929277808838,False,matched,True,special_venue,📍 장소 서울특별시 서대문구 연희동 189-2,matched_from_class_detail,address,10,22,-12,1,0.6,64.46,94.0,31.25,10,10,10,19,22
연희정음랜드마크명상흐름의슬로우빈야사_20260425T1600,연희정음랜드마크명상흐름의슬로우빈야사,[연희정음|랜드마크] 명상 흐름의 슬로우 빈야사,4.25 (토) 16:00-17:00,2026-04-25,토,2026-04-25T16:00+09:00,2026-04-25T17:00+09:00,16,60,parsed,False,연희정음,연희정음,연희정음,서울특별시 서대문구 연희동 189-2,연희정음,연희정음,서울특별시 서대문구 연희동 189-2,37.566711570866,126.929277808838,False,matched,True,special_venue,📍 장소 서울특별시 서대문구 연희동 189-2,matched_from_class_detail,address,10,8,2,2,22.89,87.35,80.0,55.56,10,10,10,7,8
연희정음랜드마크핸드팬에잠기는저녁요가명상with칼레트_20260425T1800,연희정음랜드마크핸드팬에잠기는저녁요가명상with칼레트,[연희정음|랜드마크] 핸드팬에 잠기는 저녁 요가 명상 with 칼레트,4.25 (토) 18:00-19:00,2026-04-25,토,2026-04-25T18:00+09:00,2026-04-25T19:00+09:00,18,60,parsed,False,연희정음,연희정음,연희정음,서울특별시 서대문구 연희동 189-2,연희정음,연희정음,서울특별시 서대문구 연희동 189-2,37.566711570866,126.929277808838,False,matched,True,special_venue,📍 장소 서울특별시 서대문구 연희동 189-2,matched_from_class_detail,address,8,6,2,3,22.89,95.18,100.0,57.14,7,8,7,6,6
연남장커뮤니티허브차근차근몸을깨우는하타요가_20260426T1000,연남장커뮤니티허브차근차근몸을깨우는하타요가,[연남장|커뮤니티허브] 차근 차근 몸을 깨우는 하타요가,4.26 (일) 10:00-11:00,2026-04-26,일,2026-04-26T10:00+09:00,2026-04-26T11:00+09:00,10,60,parsed,False,연남장,연남장,연남장,서울특별시 서대문구 연희로5길 22,연남장,연남장,서울특별시 서대문구 연희로5길 22,37.564330104536,126.927584999673,False,matched,True,special_venue,📍 장소 서울특별시 서대문구 연희로5길 22 연남장,matched_from_class_detail,address,25,15,10,0,73.49,20.48,,62.5,25,25,25,15,15
연희정음랜드마크빅블루의호흡회복요가_20260426T1000,연희정음랜드마크빅블루의호흡회복요가,[연희정음|랜드마크] 빅블루의 호흡 회복 요가,4.26 (일) 10:00-11:00,2026-04-26,일,2026-04-26T10:00+09:00,2026-04-26T11:00+09:00,10,60,parsed,False,연희정음,연희정음,연희정음,서울특별시 서대문구 연희동 189-2,연희정음,연희정음,서울특별시 서대문구 연희동 189-2,37.566711570866,126.929277808838,False,matched,True,special_venue,📍 장소 서울특별시 서대문구 연희동 189-2,matched_from_class_detail,address,9,6,3,1,31.33,68.08,100.0,60.0,9,9,9,5,6
연남장커뮤니티허브처음이라좋은아쉬탕가with베지어트_20260426T1200,연남장커뮤니티허브처음이라좋은아쉬탕가with베지어트,[연남장|커뮤니티허브]처음이라 좋은 아쉬탕가 with 베지어트,4.26 (일) 12:00-13:00,2026-04-26,일,2026-04-26T12:00+09:00,2026-04-26T13:00+09:00,12,60,parsed,False,연남장,연남장,연남장,서울특별시 서대문구 연희로5길 22,연남장,연남장,서울특별시 서대문구 연희로5길 22,37.564330104536,126.927584999673,False,matched,True,special_venue,📍 장소 서울특별시 서대문구 연희로5길 22 연남장,matched_from_class_detail,address,28,13,15,5,85.54,94.88,100.0,68.29,27,28,27,12,13
연희정음랜드마크무릉엠비언트콘서트무릉숨비소리_20260426T1200,연희정음랜드마크무릉엠비언트콘서트무릉숨비소리,[연희정음|랜드마크] 무릉 엠비언트 콘서트 - 무릉 숨비소리,4.26 (일) 12:00-13:00,2026-04-26,일,2026-04-26T12:00+09:00,2026-04-26T13:00+09:00,12,60,parsed,False,연희정음,연희정음,연희정음,서울특별시 서대문구 연희동 189-2,연희정음,연희정음,서울특별시 서대문구 연희동 189-2,37.566711570866,126.929277808838,False,matched,True,special_venue,📍 장소 서울특별시 서대문구 연희동 189-2,matched_from_class_detail,address,23,11,12,2,78.92,73.5,100.0,67.65,7,8,7,7,7
연남장커뮤니티허브비트박스공연과호흡소리로몰입하는요가_20260426T1315,연남장커뮤니티허브비트박스공연과호흡소리로몰입하는요가,[연남장|커뮤니티허브] 비트박스 공연과 호흡소리로 몰입하는 요가,4.26 (일) 13:15-14:30,2026-04-26,일,2026-04-26T13:15+09:00,2026-04-26T14:30+09:00,13,75,parsed,False,연남장,연남장,연남장,서울특별시 서대문구 연희로5길 22,연남장,연남장,서울특별시 서대문구 연희로5길 22,37.564330104536,126.927584999673,False,matched,True,special_venue,📍 장소 서울특별시 서대문구 연희로5길 22 연남장,matched_from_class_detail,address,13,7,6,0,55.42,20.48,,65.0,12,13,12,7,7
연희정음랜드마크인요가와저널링with프라우카_20260426T1400,연희정음랜드마크인요가와저널링with프라우카,[연희정음|랜드마크]인요가와 저널링 with 프라우카,4.26 (일) 14:00-15:40,2026-04-26,일,2026-04-26T14:00+09:00,2026-04-26T15:40+09:00,14,100,parsed,False,연희정음,연희정음,연희정음,서울특별시 서대문구 연희동 189-2,연희정음,연희정음,서울특별시 서대문구 연희동 189-2,37.566711570866,126.929277808838,False,matched,True,special_venue,📍 장소 서울특별시 서대문구 연희동 189-2,matched_from_class_detail,address,20,10,10,2,73.49,76.21,100.0,66.67,20,20,20,10,10
연남장커뮤니티허브마인드풀니스테라피요가아카샤은채_20260426T1500,연남장커뮤니티허브마인드풀니스테라피요가아카샤은채,[연남장|커뮤니티허브] 마인드풀니스 테라피 요가 (아카샤(은채)),4.26 (일) 15:00-16:00,2026-04-26,일,2026-04-26T15:00+09:00,2026-04-26T16:00+09:00,15,60,parsed,False,연남장,연남장,연남장,서울특별시 서대문구 연희로5길 22,연남장,연남장,서울특별시 서대문구 연희로5길 22,37.564330104536,126.927584999673,False,matched,False,special_venue,,fallback_to_title_location,fallback_source_studio,28,13,15,0,85.54,20.48,,68.29,28,28,28,12,13
연남장커뮤니티허브forrestyoga의움직임을기반으로내몸의바른사용법찾아가기_20260426T1630,연남장커뮤니티허브forrestyoga의움직임을기반으로내몸의바른사용법찾아가기,[연남장|커뮤니티허브]Forrestyoga의 움직임을 기반으로 내몸의 바른 사용법 찾아가기,4.26 (일) 16:30-17:30,2026-04-26,일,2026-04-26T16:30+09:00,2026-04-26T17:30+09:00,16,60,parsed,False,연남장,연남장,연남장,서울특별시 서대문구 연희로5길 22,연남장,연남장,서울특별시 서대문구 연희로5길 22,37.564330104536,126.927584999673,False,matched,True,special_venue,📍 장소 서울특별시 서대문구 연희로5길 22 연남장,matched_from_class_detail,address,30,16,14,1,81.93,51.81,80.0,65.22,28,30,27,15,16
연희정음랜드마크예술명상콘서트피아노기타연주와그림감상을하며마음에스며드는명상콘서트_20260426T1730,연희정음랜드마크예술명상콘서트피아노기타연주와그림감상을하며마음에스며드는명상콘서트,"[연희정음|랜드마크]예술 명상 콘서트-피아노 기타 연주와 그림 감상을 하며, 마음에 스며드는 명상 콘서트",4.26 (일) 17:30-18:30,2026-04-26,일,2026-04-26T17:30+09:00,2026-04-26T18:30+09:00,17,60,parsed,False,연희정음,연희정음,연희정음,서울특별시 서대문구 연희동 189-2,연희정음,연희정음,서울특별시 서대문구 연희동 189-2,37.566711570866,126.929277808838,False,matched,True,special_venue,📍 장소 서울특별시 서대문구 연희동 189-2 / 연희정음 3층,matched_from_class_detail,address,4,2,2,0,22.89,20.48,,66.67,3,4,3,2,2
