confirmed_mention_count,platform_count,anonymous_source_count,naver_blog_mention_count,youtube_video_count,youtube_view_count,youtube_like_count,youtube_comment_count,first_published_date,last_published_date,metric_scope
60,2,34,58,2,1808,8,1,2026-03-20,2026-05-16,Confirmed direct mentions of 연희요가위크 only; separate from Hype metrics.
