origin_location_key,origin_display_name,origin_latitude,origin_longitude,destination_location_key,destination_display_name,destination_latitude,destination_longitude,is_same_location,straight_distance_m,straight_distance_km,fallback_walk_distance_m,fallback_walk_minutes,osmnx_walk_distance_m,osmnx_walk_minutes,walk_distance_m,walk_minutes,walk_method,distance_quality_note,osmnx_status,walk_speed_kmph,fallback_route_factor,origin_needs_manual_verification,destination_needs_manual_verification
무릉,무릉,37.568813333087,126.927272103227,데이스타콜라보,데이스타콜라보,37.567682614349,126.931274545813,False,374.5,0.374,486.85,6.09,459.86,5.75,459.86,5.75,osmnx_walk_network,OpenStreetMap walking network shortest path,success:graph_radius_m=2694:nodes=15256:edges=42270,4.8,1.3,False,False
무릉,무릉,37.568813333087,126.927272103227,마이트리,마이트리,37.565997558444,126.929894716912,False,389.18,0.389,505.94,6.32,586.41,7.33,586.41,7.33,osmnx_walk_network,OpenStreetMap walking network shortest path,success:graph_radius_m=2694:nodes=15256:edges=42270,4.8,1.3,False,False
무릉,무릉,37.568813333087,126.927272103227,마인드플로우,마인드플로우,37.577020515491,126.935853747155,False,1185.26,1.185,1540.83,19.26,1332.54,16.66,1332.54,16.66,osmnx_walk_network,OpenStreetMap walking network shortest path,success:graph_radius_m=2694:nodes=15256:edges=42270,4.8,1.3,False,False
무릉,무릉,37.568813333087,126.927272103227,무릉,무릉,37.568813333087,126.927272103227,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,osmnx_walk_network,OpenStreetMap walking network shortest path,success:graph_radius_m=2694:nodes=15256:edges=42270,4.8,1.3,False,False
무릉,무릉,37.568813333087,126.927272103227,비전스트롤 콜라보,비전스트롤,37.567356642134,126.928486557178,False,194.15,0.194,252.39,3.15,295.25,3.69,295.25,3.69,osmnx_walk_network,OpenStreetMap walking network shortest path,success:graph_radius_m=2694:nodes=15256:edges=42270,4.8,1.3,False,False
무릉,무릉,37.568813333087,126.927272103227,빅블루요가,빅블루요가,37.568792797424,126.930228568115,False,260.58,0.261,338.75,4.23,368.41,4.61,368.41,4.61,osmnx_walk_network,OpenStreetMap walking network shortest path,success:graph_radius_m=2694:nodes=15256:edges=42270,4.8,1.3,False,False
무릉,무릉,37.568813333087,126.927272103227,숨명상센터,숨 명상센터,37.572092920342,126.93806774306,False,1018.95,1.019,1324.64,16.56,1227.45,15.34,1227.45,15.34,osmnx_walk_network,OpenStreetMap walking network shortest path,success:graph_radius_m=2694:nodes=15256:edges=42270,4.8,1.3,False,False
무릉,무릉,37.568813333087,126.927272103227,시이작,시이작,37.567493895799,126.928321014591,False,173.41,0.173,225.44,2.82,253.07,3.16,253.07,3.16,osmnx_walk_network,OpenStreetMap walking network shortest path,success:graph_radius_m=2694:nodes=15256:edges=42270,4.8,1.3,False,False
무릉,무릉,37.568813333087,126.927272103227,연남장,연남장,37.564330104536,126.927584999673,False,499.28,0.499,649.06,8.11,802.24,10.03,802.24,10.03,osmnx_walk_network,OpenStreetMap walking network shortest path,success:graph_radius_m=2694:nodes=15256:edges=42270,4.8,1.3,False,False
무릉,무릉,37.568813333087,126.927272103227,연희정음,연희정음,37.566711570866,126.929277808838,False,293.03,0.293,380.94,4.76,413.76,5.17,413.76,5.17,osmnx_walk_network,OpenStreetMap walking network shortest path,success:graph_radius_m=2694:nodes=15256:edges=42270,4.8,1.3,False,False
